SerialICE: Open connection to target hardware...
SerialICE: Waiting for handshake with target... target alive!
0650.0652    RH..    [f000:247e]   IO: outb 0cfe <= 13
0650.0653    R.Q.    [f000:7885]   MEM:  readw 000f7c29 => 0084
0650.0654    R.Q.    [f000:7885]   MEM:  readw 000f7c2b => 7c30
0655.0656    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008440
0655.0657    RH..    [f000:2432]   IO:  inb 0cfe => 03
0658.0659    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008440
0658.065a    RH..    [f000:247c]   IO: outb 0cfe <= 13
065b.065c    RH..    [f000:2416]   IO: outl 0cf8 <= 80008f4c
065b.065d    RH..    [f000:2434]   IO:  inb 0cff => 03
065e.065f    RH..    [f000:2460]   IO: outl 0cf8 <= 80008f4c
065e.0660    RH..    [f000:247e]   IO: outb 0cff <= 43
065e.0661    R.Q.    [f000:7885]   MEM:  readw 000f7c37 => 0098
065e.0662    R.Q.    [f000:7885]   MEM:  readw 000f7c39 => 7c3e
0663.0664    RH..    [f000:24a4]   IO: outl 0cf8 <= 80009840
0663.0665    RH..    [f000:2432]   IO:  inb 0cfc => 02
0666.0667    RH..    [f000:24ad]   IO: outl 0cf8 <= 80009840
0666.0668    RH..    [f000:247c]   IO: outb 0cfc <= 22
0669.066a    RH..    [f000:2416]   IO: outl 0cf8 <= 80009840
0669.066b    RH..    [f000:2434]   IO:  inb 0cfe => 06
066c.066d    RH..    [f000:2460]   IO: outl 0cf8 <= 80009840
066c.066e    RH..    [f000:247e]   IO: outb 0cfe <= 06
066f.0670    RH..    [f000:24a4]   IO: outl 0cf8 <= 80009818
066f.0671    RH..    [f000:2432]   IO:  inb 0cfd => 00
0672.0673    RH..    [f000:24ad]   IO: outl 0cf8 <= 80009818
0672.0674    RH..    [f000:247c]   IO: outb 0cfd <= 80
0675.0676    RH..    [f000:2416]   IO: outl 0cf8 <= 80009818
0675.0677    RH..    [f000:2434]   IO:  inb 0cfe => 00
0678.0679    RH..    [f000:2460]   IO: outl 0cf8 <= 80009818
0678.067a    RH..    [f000:247e]   IO: outb 0cfe <= 80
0678.067b    R.Q.    [f000:7885]   MEM:  readw 000f7c4b => 8008
0678.067c    R.Q.    [f000:7885]   MEM:  readw 000f7c4d => 7c52
067d.067e    RH..    [f000:24a4]   IO: outl 0cf8 <= 80800840
067d.067f    RH..    [f000:2432]   IO:  inb 0cfc => 00
0680.0681    RH..    [f000:24ad]   IO: outl 0cf8 <= 80800840
0680.0682    RH..    [f000:247c]   IO: outb 0cfc <= 01
0680.0683    R.Q.    [f000:788b]   MEM:  readl 000f7bc3 => 3030103c
0680.0684    R.Q.    [f000:78a3]   MEM:  readw 000f78a5 => 7c0d
0680.0685    R.Q.    [f000:78a9]   MEM:  readw 000f78b1 => acc0
0686.0687    RH..    [f000:2573]   IO: outl 0cf8 <= 800078d4
0686.0688    RH..    [f000:2573]   IO: outl 0cfc <= 3030103c
0686.0689    R.Q.    [f000:788e]   MEM:  readw 000f7bc7 => 0079
0686.068a    R.Q.    [f000:788e]   MEM:  readl 000f7bca => 3030103c
068b.068c    RH..    [f000:2573]   IO: outl 0cf8 <= 800079d4
068b.068d    RH..    [f000:2573]   IO: outl 0cfc <= 3030103c
068b.068e    R.Q.    [f000:78b3]   MEM:  readl 000f7bd1 => 3030103c
068f.0690    RH..    [f000:2573]   IO: outl 0cf8 <= 8000802c
068f.0691    RH..    [f000:2573]   IO: outl 0cfc <= 3030103c
068f.0692    R.Q.    [f000:78b3]   MEM:  readw 000f7bd5 => 0081
0693.0694    RH..    [f000:2573]   IO: outl 0cf8 <= 8000812c
0693.0695    RH..    [f000:2573]   IO: outl 0cfc <= 3030103c
0693.0696    R.Q.    [f000:788e]   MEM:  readl 000f7bdf => 3030103c
0697.0698    RH..    [f000:2573]   IO: outl 0cf8 <= 8000822c
0697.0699    RH..    [f000:2573]   IO: outl 0cfc <= 3030103c
0697.069a    R.Q.    [f000:78b3]   MEM:  readw 000f7be3 => 0083
0697.069b    R.Q.    [f000:78b3]   MEM:  readl 000f7be6 => 3030103c
069c.069d    RH..    [f000:2573]   IO: outl 0cf8 <= 8000832c
069c.069e    RH..    [f000:2573]   IO: outl 0cfc <= 3030103c
069c.069f    R.Q.    [f000:78b3]   MEM:  readl 000f7bed => 3030103c
06a0.06a1    RH..    [f000:2573]   IO: outl 0cf8 <= 8000842c
06a0.06a2    RH..    [f000:2573]   IO: outl 0cfc <= 3030103c
06a0.06a3    R.Q.    [f000:78b3]   MEM:  readw 000f7bf1 => 0088
06a4.06a5    RH..    [f000:2573]   IO: outl 0cf8 <= 80008870
06a4.06a6    RH..    [f000:2573]   IO: outl 0cfc <= 3030103c
06a4.06a7    R.Q.    [f000:78b3]   MEM:  readl 000f7bfb => 3030103c
06a8.06a9    RH..    [f000:2573]   IO: outl 0cf8 <= 80009874
06a8.06aa    RH..    [f000:2573]   IO: outl 0cfc <= 3030103c
06a8.06ab    R.Q.    [f000:788e]   MEM:  readw 000f7bff => 0099
06a8.06ac    R.Q.    [f000:788e]   MEM:  readl 000f7c02 => 3030103c
06ad.06ae    RH..    [f000:2573]   IO: outl 0cf8 <= 80009974
06ad.06af    RH..    [f000:2573]   IO: outl 0cfc <= 3030103c
06ad.06b0    R.Q.    [f000:78b3]   MEM:  readl 000f7c09 => 3030103c
06b1.06b2    RH..    [f000:2573]   IO: outl 0cf8 <= 8080082c
06b1.06b3    RH..    [f000:2573]   IO: outl 0cfc <= 3030103c
06b1.06b4    R.Q.    [f000:78b3]   MEM:  readw 000f7c0d => 0080
06b1.06b5    R.Q.    [f000:78b8]   MEM:  readw 000f78b9 => 7c52
06b1.06b6    R.Q.    [f000:78b8]   MEM:  readw 000f78c9 => 9eda
06b7.06b8    RH..    [f000:2416]   IO: outl 0cf8 <= 80008040
06b7.06b9    RH..    [f000:2434]   IO:  inb 0cfe => 13
06ba.06bb    RH..    [f000:2460]   IO: outl 0cf8 <= 80008040
06ba.06bc    RH..    [f000:247e]   IO: outb 0cfe <= 03
06ba.06bd    R.Q.    [f000:78cb]   MEM:  readw 000f78cd => 7c94
06ba.06be    R.Q.    [f000:78bb]   MEM:  readw 000f78c9 => 9eda
06ba.06bf    R.Q.    [f000:78bb]   MEM:  readw 000f7c59 => 0081
06ba.06c0    R.Q.    [f000:78bb]   MEM:  readw 000f7c5b => 7c60
06c1.06c2    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008140
06c1.06c3    RH..    [f000:2432]   IO:  inb 0cfe => 13
06c4.06c5    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008140
06c4.06c6    RH..    [f000:247c]   IO: outb 0cfe <= 03
06c7.06c8    RH..    [f000:2416]   IO: outl 0cf8 <= 80008240
06c7.06c9    RH..    [f000:2434]   IO:  inb 0cfe => 13
06ca.06cb    RH..    [f000:2460]   IO: outl 0cf8 <= 80008240
06ca.06cc    RH..    [f000:247e]   IO: outb 0cfe <= 03
06ca.06cd    R.Q.    [f000:78cb]   MEM:  readw 000f7c67 => 0083
06ca.06ce    R.Q.    [f000:78cb]   MEM:  readw 000f7c69 => 7c6e
06cf.06d0    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008340
06cf.06d1    RH..    [f000:2432]   IO:  inb 0cfe => 13
06d2.06d3    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008340
06d2.06d4    RH..    [f000:247c]   IO: outb 0cfe <= 03
06d5.06d6    RH..    [f000:2416]   IO: outl 0cf8 <= 80008440
06d5.06d7    RH..    [f000:2434]   IO:  inb 0cfe => 13
06d8.06d9    RH..    [f000:2460]   IO: outl 0cf8 <= 80008440
06d8.06da    RH..    [f000:247e]   IO: outb 0cfe <= 03
06d8.06db    R.Q.    [f000:78cb]   MEM:  readw 000f7c75 => 0098
06d8.06dc    R.Q.    [f000:78cb]   MEM:  readw 000f7c77 => 7c7c
06dd.06de    RH..    [f000:24a4]   IO: outl 0cf8 <= 80009840
06dd.06df    RH..    [f000:2432]   IO:  inb 0cfc => 22
06e0.06e1    RH..    [f000:24ad]   IO: outl 0cf8 <= 80009840
06e0.06e2    RH..    [f000:247c]   IO: outb 0cfc <= 02
06e3.06e4    RH..    [f000:2416]   IO: outl 0cf8 <= 80800840
06e3.06e5    RH..    [f000:2434]   IO:  inb 0cfc => 01
06e6.06e7    RH..    [f000:2460]   IO: outl 0cf8 <= 80800840
06e6.06e8    RH..    [f000:247e]   IO: outb 0cfc <= 00
06e6.06e9    R.Q.    [f000:78cb]   MEM:  readw 000f7c87 => 0098
06e6.06ea    R.Q.    [f000:78cb]   MEM:  readw 000f7c89 => 7c94
06eb.06ec    RH..    [f000:24a4]   IO: outl 0cf8 <= 80009840
06eb.06ed    RH..    [f000:2432]   IO:  inb 0cfe => 06
06ee.06ef    RH..    [f000:24ad]   IO: outl 0cf8 <= 80009840
06ee.06f0    RH..    [f000:247c]   IO: outb 0cfe <= 0e
06f1.06f2    RH..    [f000:2416]   IO: outl 0cf8 <= 80009818
06f1.06f3    RH..    [f000:2434]   IO:  inb 0cfd => 80
06f4.06f5    RH..    [f000:2460]   IO: outl 0cf8 <= 80009818
06f4.06f6    RH..    [f000:247e]   IO: outb 0cfd <= 00
06f7.06f8    RH..    [f000:24a4]   IO: outl 0cf8 <= 80009818
06f7.06f9    RH..    [f000:2432]   IO:  inb 0cfe => 80
06fa.06fb    RH..    [f000:24ad]   IO: outl 0cf8 <= 80009818
06fa.06fc    RH..    [f000:247c]   IO: outb 0cfe <= 00
06fa.06fd    R.Q.    [f000:1e10]   MEM:  readw 000f1e11 => e28d
06fa.06fe    R.Q.    [f000:00a0]   MEM:  readw 000f00a1 => 79e2
06fa.06ff    R.Q.    [f000:7a85]   MEM:  readl 000f7a87 => 020c0c93
0700.0701    RH..    [f000:7a85]   IO: outl 084c <= 020c0c93
0700.0702    R.Q.    [f000:7a94]   MEM:  readl 000f7a96 => 800088e4
0700.0703    R.Q.    [f000:7a94]   MEM:  readw 000f7a9b => 0cf8
0700.0704    R.Q.    [f000:7a94]   MEM:  readw 000f7aad => 85f4
0706.0707    RH..    [f000:7a94]   IO: outl 0cf8 <= 800088e4
0706.0708    RH..    [f000:7a94]   IO:  inl 0cfc => 00084104
0706.0709    RH..    [f000:7a94]   IO: outl 0cfc <= 0008410c
0706.070a    R.Q.    [f000:2228]   MEM:  readw 000f2229 => de7b
0706.070b    R.Q.    [f000:00a6]   MEM:  readw 000f00a7 => 2179
0706.070c    R.Q.    [f000:2222]   MEM:  readw 000f2223 => de84
0706.070d    R.Q.    [f000:00ac]   MEM:  readw 000f00ad => 7fcb
0706.070e    R.Q.    [f000:807a]   MEM:  readw 000f807d => 8082
070f.0710    RH..    [f000:2416]   IO: outl 0cf8 <= 800088f4
070f.0711    RH..    [f000:2434]   IO:  inb 0cfe => 02
070f.0712    R.Q.    [f000:8091]   MEM:  readw 000f8095 => 809a
070f.0713    R.Q.    [f000:7de0]   MEM:  readw 000f7de1 => 0088
0714.0715    RH..    [f000:2416]   IO: outl 0cf8 <= 800088ec
0714.0716    RH..    [f000:2432]   IO:  inb 0cfc => 07
0717.0718    RH..    [f000:2460]   IO: outl 0cf8 <= 800088ec
0717.0719    RH..    [f000:247e]   IO: outb 0cfc <= 03
0717.071a    R.Q.    [f000:809a]   MEM:  readw 000f809b => 8012
0717.071b    R.Q.    [f000:02b2]   MEM:  readw 000f02bb => 035f
0717.071c    R.Q.    [f000:02b2]   MEM:  readw 000f02bf => 035f
071d.071e    RH..    [f000:02b2]   IO: outb 0080 <= d1
071d.071f    RH.U    [f000:02b2]   IO: outb 0061 <= 0c
071d.0720    R.Q.    [f000:02d0]   MEM:  readw 000f02d1 => fddf
071d.0721    R.Q.    [f000:00b2]   MEM:  readw 000f00b3 => 075d
0722.0723    RH..    [f000:0812]   IO:  inb 0064 => 00
0722.0724    RH..    [f000:0818]   IO: outb 0064 <= aa
0722.0725    RH..    [f000:0822]   IO:  inb 0064 => 19
0722.0726    RH..    [f000:0828]   IO:  inb 0060 => 55
0722.0727    RH..    [f000:0828]   IO: outb 0064 <= 60
0722.0728    RH..    [f000:0830]   IO:  inb 0064 => 18
0722.0729    RH..    [f000:0836]   IO: outb 0060 <= 61
0722.072a    RH..    [f000:083e]   IO:  inb 0064 => 10
0722.072b    R.Q.    [f000:0844]   MEM:  readw 000f0845 => f86e
0722.072c    R.Q.    [f000:174e]   MEM:  readw 000f174f => 1753
0722.072d    R.Q.    [f000:175a]   MEM:  readw 000f175b => 1760
072e.072f    RH.U    [f000:1223]   CPUID: eax: 00000000; ecx: 00007c94 => 00000001.746e6543.736c7561.48727561
0730.0731    RH.U    [f000:1768]   CPU MSR: [00000198] => 04060810.04000406
0730.0732    RH.U    [f000:176e]   CPU MSR: [00000199] => 00000000.00000406
0733.0734    R..D    [f000:1772]   CPU MSR: [00000199] <= 00000000.00000810
0733.0735    R.Q.    [f000:1753]   MEM:  readw 000f1755 => e964
0733.0736    R.Q.    [f000:799b]   MEM:  readl 000f799d => 00000001
0733.0737    R.Q.    [f000:799b]   MEM:  readl 000f79a6 => 00000200
0738.0739    RH.U    [f000:79a1]   CPUID: eax: 00000001; ecx: 00000199 => 000006d0.00000800.00004181.a7c9bbff
0738.073a    R.Q.    [f000:79ac]   MEM:  readw 000f79ad => 5840
0738.073b    R.Q.    [f000:79ac]   MEM:  readw 000f79b3 => 03e2
073d.073e    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008858
073d.073f    RH..    [f000:2434]   IO:  inb 0cfc => 22
0740.0741    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008858
0740.0742    RH..    [f000:247c]   IO: outb 0cfc <= 62
0740.0743    R.Q.    [f000:79b5]   MEM:  readw 000f79b9 => 79be
0744.0745    RH..    [f000:2416]   IO: outl 0cf8 <= 80008fe4
0744.0746    RH..    [f000:2432]   IO:  inb 0cfe => 29
0747.0748    RH..    [f000:2460]   IO: outl 0cf8 <= 80008fe4
0747.0749    RH..    [f000:247e]   IO: outb 0cfe <= 29
0747.074a    R.Q.    [f000:79be]   MEM:  readl 000f79cf => fec00000
0747.074b    R.Q.    [f000:79be]   MEM:  readw 000f79d9 => 0010
074c.074d    RH..    [f000:79be]   MEM: writeb fec00000 <= 03
074c.074e    RH..    [f000:79be]   MEM: writel fec00010 <= 00000001
074c.074f    R.Q.    [f000:00be]   MEM:  readw 000f00bf => 1ce5
074c.0750    R.Q.    [f000:1da6]   MEM:  readl 000f1db1 => 00000200
0751.0752    RH.U    [f000:1dac]   CPUID: eax: 00000001; ecx: 00004181 => 000006d0.00000800.00004181.a7c9bbff
0751.0753    R.Q.    [f000:1db7]   MEM:  readl 000f1dcb => fecc0010
0754.0755    RH.U    [f000:1db7]   MEM: writeb fecc0000 <= 03
0754.0756    RH.U    [f000:1db7]   MEM: writel fecc0010 <= 00000001
0754.0757    R.Q.    [f000:240e]   MEM:  readw 000f240f => dcb3
0754.0758    R.Q.    [f000:00c4]   MEM:  readw 000f00c5 => 0215
0754.0759    R.Q.    [f000:02dc]   MEM:  readw 000f02dd => 02e2
0754.075a    R.Q.    [f000:0104]   MEM:  readw 000f0105 => 78e5
0754.075b    R.Q.    [f000:79ec]   MEM:  readw 000f79ed => 0805
075c.075d    RH..    [f000:79ec]   IO:  inb 0805 => 00
075c.075e    R.Q.    [f000:02f8]   MEM:  readw 000f02f9 => fdcc
075c.075f    R.Q.    [f000:00ca]   MEM:  readw 000f00cb => 17f4
075c.0760    R.Q.    [f000:18c1]   MEM:  readw 000f18c5 => 18ca
0761.0762    RH..    [f000:7e01]   IO: outb 0074 <= 0a
0761.0763    RH..    [f000:7e0b]   IO:  inb 0075 => 26
0761.0764    RH..    [f000:7e0f]   IO: outb 0074 <= 39
0761.0765    RH..    [f000:7e1b]   IO:  inb 0075 => fe
0761.0766    R.Q.    [f000:18cc]   MEM:  readw 000f18d1 => 18d6
0761.0767    RH..    [f000:7e20]   IO: outb 0074 <= 0a
0761.0768    RH..    [f000:7e2a]   IO:  inb 0075 => 26
0761.0769    RH..    [f000:7e32]   IO: outb 0074 <= 39
0761.076a    RH..    [f000:7e3a]   IO: outb 0075 <= ff
0761.076b    R.Q.    [f000:18d8]   MEM:  readl 000f18da => 00029e00
0761.076c    R.Q.    [f000:18d8]   MEM:  readw 000f18df => 18e4
0761.076d    R.Q.    [f000:1966]   MEM:  readw 000f196b => 196f
0761.076e    R.Q.    [f000:1953]   MEM:  readw 000f1959 => 195e
0761.076f    RH..    [f000:7e01]   IO: outb 0074 <= 0a
0761.0770    RH..    [f000:7e0b]   IO:  inb 0075 => 26
0761.0771    RH..    [f000:7e13]   IO: outb 0074 <= 0e
0761.0772    RH..    [f000:7e1b]   IO:  inb 0075 => 00
0761.0773    R.Q.    [f000:1971]   MEM:  readw 000f197f => 1984
0761.0774    RH..    [f000:7e01]   IO: outb 0074 <= 0a
0761.0775    RH..    [f000:7e0b]   IO:  inb 0075 => 26
0761.0776    RH..    [f000:7e0f]   IO: outb 0074 <= 9e
0761.0777    RH..    [f000:7e1b]   IO:  inb 0075 => 44
0761.0778    R.Q.    [f000:18e6]   MEM:  readw 000f18e7 => 5a40
0761.0779    R.Q.    [f000:18e6]   MEM:  readw 000f18ed => 0623
0761.077a    R.Q.    [f000:1f12]   MEM:  readw 000f1f13 => 0010
077c.077d    RH..    [f000:2416]   IO: outl 0cf8 <= 80001058
077c.077e    RH..    [f000:2434]   IO:  inb 0cfe => 00
077c.077f    R.Q.    [f000:1905]   MEM:  readw 000f1909 => 190e
0780.0781    RH..    [f000:7e01]   IO: outb 0074 <= 0a
0780.0782    RH..    [f000:7e0b]   IO:  inb 0075 => 26
0780.0783    RH..    [f000:7e13]   IO: outb 0074 <= 39
0780.0784    RH..    [f000:7e1b]   IO:  inb 0075 => ff
0780.0785    R.Q.    [f000:1910]   MEM:  readw 000f1915 => 191a
0780.0786    RH..    [f000:7e20]   IO: outb 0074 <= 0a
0780.0787    RH..    [f000:7e2a]   IO:  inb 0075 => 26
0780.0788    RH..    [f000:7e2e]   IO: outb 0074 <= 39
0780.0789    RH..    [f000:7e3a]   IO: outb 0075 <= fe
0780.078a    R.Q.    [f000:191c]   MEM:  readw 000f191d => e7ae
0780.078b    RH..    [f000:02fb]   IO: outb 0070 <= b5
0780.078c    RH..    [f000:0306]   IO: outb 0071 <= 33
0780.078d    RH..    [f000:030e]   IO: outb 0070 <= b5
0780.078e    RH..    [f000:0316]   IO:  inb 0071 => 33
0780.078f    RH..    [f000:0320]   IO: outb 0070 <= b6
0780.0790    R.Q.    [f000:0328]   MEM:  readw 000f032d => fda1
0780.0791    RH..    [f000:0328]   IO: outb 0071 <= 06
0780.0792    R.Q.    [f000:00d0]   MEM:  readw 000f00d1 => 0411
0780.0793    R.Q.    [f000:04e4]   MEM:  readw 000f04e9 => 04ee
0794.0795    RH..    [f000:04e4]   IO: outb 0080 <= d2
0796.0797    RH.U    [f000:0e3b]   CPU MSR: [000002ff] => 00000000.00000c00
0796.0798    RH.U    [f000:0e40]   CPU MSR: [000002ff] <= 00000000.00000c00
0796.0799    R.Q.    [f000:04f2]   MEM:  readw 000f04f3 => 04f8
0796.079a    R.Q.    [f000:0370]   MEM:  readl 000f0372 => 00010000
0796.079b    R.Q.    [f000:04fa]   MEM:  readw 000f04fb => 0500
0796.079c    R.Q.    [f000:0502]   MEM:  readl ffff0000 => 0000f005
0796.079d    R.Q.    [f000:050b]   MEM:  readb 000f050b => 67
0796.079e    R.Q.    [f000:050b]   MEM:  readl ffff0004 => 00000000
0796.079f    R.Q.    [f000:050b]   MEM:  readl ffff1000 => 66671257
0796.07a0    R.Q.    [f000:050b]   MEM:  readl ffff2000 => 00ba04bd
0796.07a1    R.Q.    [f000:050b]   MEM:  readl ffff3000 => 14e8c166
0796.07a2    R.Q.    [f000:050b]   MEM:  readl ffff4000 => e92dedbe
0796.07a3    R.Q.    [f000:050b]   MEM:  readl ffff5000 => d85ce950
0796.07a4    R.Q.    [f000:050b]   MEM:  readl ffff6000 => d1660446
0796.07a5    R.Q.    [f000:050b]   MEM:  readl ffff7000 => b87ae970
0796.07a6    R.Q.    [f000:050b]   MEM:  readl ffff8000 => 08bf8008
0796.07a7    R.Q.    [f000:050b]   MEM:  readl ffff9000 => 7580003e
0796.07a8    R.Q.    [f000:050b]   MEM:  readl ffffa000 => a8b86608
0796.07a9    R.Q.    [f000:050b]   MEM:  readl ffffb000 => 00000000
0796.07aa    R.Q.    [f000:050b]   MEM:  readl ffffc000 => 00000000
0796.07ab    R.Q.    [f000:050b]   MEM:  readl ffffd000 => 00000000
0796.07ac    R.Q.    [f000:050b]   MEM:  readl ffffe000 => 00000000
0796.07ad    R.Q.    [f000:050b]   MEM:  readl fffff000 => 001050ea
0796.07ae    R.Q.    [f000:0516]   MEM:  readb 000f0516 => 66
0796.07af    R.Q.    [f000:051b]   MEM:  readw 000f051d => fbb4
0796.07b0    R.Q.    [f000:032f]   MEM:  readw 000f0337 => 0acf
07b1.07b2    RH..    [f000:032f]   IO: outb 0080 <= d3
07b3.07b4    RH.U    [f000:0e1c]   CPU MSR: [000002ff] => 00000000.00000c00
07b3.07b5    RH.U    [f000:0e21]   CPU MSR: [000002ff] <= 00000000.00000000
07b3.07b6    R.Q.    [f000:0339]   MEM:  readl 000f033e => 00000001
07b3.07b7    R.Q.    [f000:034a]   MEM:  readw 000f034f => fd85
07b3.07b8    R.Q.    [f000:00d6]   MEM:  readw 000f00d7 => 16b2
07b3.07b9    R.Q.    [f000:178b]   MEM:  readb 000f178b => b0
07ba.07bb    RH..    [f000:178b]   IO: outb 008f <= 00
07bc.07bd    RH..    [f000:178b]   IO: outb 0043 <= 54
07bc.07be    R.Q.    [f000:1797]   MEM:  readw 000f1799 => 0059
07bc.07bf    RH..    [f000:1797]   IO: outb 0041 <= 12
07bc.07c0    R.Q.    [f000:17a2]   MEM:  readw 000f17a3 => e934
07bc.07c1    R.Q.    [f000:1c9d]   MEM:  readw 000f1ca3 => f163
07c2.07c3    RH.U    [f000:0e1c]   CPU MSR: [000002ff] => 00000000.00000000
07c2.07c4    RH.U    [f000:0e21]   CPU MSR: [000002ff] <= 00000000.00000000
07c2.07c5    R.Q.    [f000:1ca5]   MEM:  readl 000f1cad => 00000250
07c2.07c6    R.Q.    [f000:1ca5]   MEM:  readl 000f1cb5 => 00000258
07c2.07c7    R.Q.    [f000:1ca5]   MEM:  readl 000f1cbd => 00000259
07c2.07c8    R.Q.    [f000:1ca5]   MEM:  readl 000f1cc5 => 00000268
07c2.07c9    RH.U    [f000:1cb1]   CPU MSR: [00000250] <= 00000000.00000000
07c2.07ca    RH.U    [f000:1cb9]   CPU MSR: [00000258] <= 00000000.00000000
07c2.07cb    RH.U    [f000:1cc1]   CPU MSR: [00000259] <= 00000000.00000000
07c2.07cc    RH.U    [f000:1cc9]   CPU MSR: [00000268] <= 00000000.00000000
07c2.07cd    RH.U    [f000:1cc9]   CPU MSR: [00000269] <= 00000000.00000000
07c2.07ce    RH.U    [f000:1cc9]   CPU MSR: [0000026a] <= 00000000.00000000
07c2.07cf    RH.U    [f000:1cc9]   CPU MSR: [0000026b] <= 00000000.00000000
07c2.07d0    RH.U    [f000:1cc9]   CPU MSR: [0000026c] <= 00000000.00000000
07c2.07d1    RH.U    [f000:1cc9]   CPU MSR: [0000026d] <= 00000000.00000000
07c2.07d2    RH.U    [f000:1cc9]   CPU MSR: [0000026e] <= 00000000.00000000
07c2.07d3    RH.U    [f000:1cc9]   CPU MSR: [0000026f] <= 00000000.00000000
07c2.07d4    R.Q.    [f000:1cd6]   MEM:  readw 000f1ce1 => 020f
07c2.07d5    RH.U    [f000:1cdc]   CPU MSR: [00000200] <= 00000000.00000000
07c2.07d6    R.Q.    [f000:1cdc]   MEM:  readw 000f1ce1 => 020f
07c2.07d7    RH.U    [f000:1cdc]   CPU MSR: [00000201] <= 00000000.00000000
07c2.07d8    RH.U    [f000:1cdc]   CPU MSR: [00000202] <= 00000000.00000000
07c2.07d9    RH.U    [f000:1cdc]   CPU MSR: [00000203] <= 00000000.00000000
07c2.07da    RH.U    [f000:1cdc]   CPU MSR: [00000204] <= 00000000.00000000
07c2.07db    RH.U    [f000:1cdc]   CPU MSR: [00000205] <= 00000000.00000000
07c2.07dc    RH.U    [f000:1cdc]   CPU MSR: [00000206] <= 00000000.00000000
07c2.07dd    RH.U    [f000:1cdc]   CPU MSR: [00000207] <= 00000000.00000000
07c2.07de    RH.U    [f000:1cdc]   CPU MSR: [00000208] <= 00000000.00000000
07c2.07df    RH.U    [f000:1cdc]   CPU MSR: [00000209] <= 00000000.00000000
07c2.07e0    RH.U    [f000:1cdc]   CPU MSR: [0000020a] <= 00000000.00000000
07c2.07e1    RH.U    [f000:1cdc]   CPU MSR: [0000020b] <= 00000000.00000000
07c2.07e2    RH.U    [f000:1cdc]   CPU MSR: [0000020c] <= 00000000.00000000
07c2.07e3    RH.U    [f000:1cdc]   CPU MSR: [0000020d] <= 00000000.00000000
07c2.07e4    RH.U    [f000:1cdc]   CPU MSR: [0000020e] <= 00000000.00000000
07c2.07e5    RH.U    [f000:1cdc]   CPU MSR: [0000020f] <= 00000000.00000000
07c2.07e6    R.Q.    [f000:1ce5]   MEM:  readl 000f1ce7 => 000001a0
07c2.07e7    RH.U    [f000:1ceb]   CPU MSR: [000001a0] => 00000000.00110000
07c2.07e8    RH.U    [f000:1d0e]   CPU MSR: [000001a0] <= 00000000.00190270
07c2.07e9    R.Q.    [f000:1d18]   MEM:  readw 000f1d1d => 129d
07c2.07ea    R.Q.    [f000:2fbc]   MEM:  readb 000f2fbc => fa
07c2.07eb    R.Q.    [f000:2fbc]   MEM:  readw 000f2fc3 => 2fc8
07c2.07ec    R.Q.    [f000:7697]   MEM:  readb 000f7697 => 66
07c2.07ed    R..D    [f000:7697]   IO: outb 00eb <= 00
07c2.07ee    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07ef    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07f0    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07f1    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07f2    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07f3    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07f4    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07f5    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07f6    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07f7    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07f8    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07f9    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07fa    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07fb    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07fc    R..D    [f000:769e]   IO: outb 00eb <= 00
07c2.07fd    R.Q.    [f000:2fca]   MEM:  readw 000f2fd3 => 2fd8
07fe.07ff    RH..    [f000:2fca]   IO: outb 0080 <= de
07fe.0800    R.Q.    [f000:28a9]   MEM:  readl 000f28ab => 05050505
07fe.0801    R.Q.    [f000:28a9]   MEM:  readl 000f28d7 => 9fffffff
0802.0803    RH.U    [f000:28b8]   CPU MSR: [0000026e] <= 05050505.05050505
